Cell Ontology ID, Cell Ontology Label, Cytokine Ontology Label, Actor, Action Sentiment, NumPapers, Enrichment Score
CL_0000632,hepatic stellate cell,PDGFB,cytokine,Positive,1,153.13
CL_0002609,neuron of cerebral cortex,TGFB1,cytokine,Positive,1,10.46
CL_0000899,T-helper 17 cell,IL17,cytokine,Negative,1,5.42
CL_0000910,cytotoxic T cell,TGFB,cytokine,Unknown,1,1.66
CL_0000312,keratinocyte,IL17F,cytokine,Unknown,1,37.86
CL_0000115,endothelial cell,IFNA,cytokine,Unknown,1,0.53
CL_0000831,mast cell progenitor,CCL2,cytokine,Unknown,1,169.55
CL_0000034,stem cell,GDF15,cell,Positive,1,5.96
CL_0000581,peritoneal macrophage,CSF1,cytokine,Negative,1,8.64
CL_0000909,"CD8-positive, alpha-beta memory T cell",CD40LG,cytokine,Negative,1,58.74
CL_0000771,eosinophil,IL17,cytokine,Positive,1,0.17
CL_0000236,B cell,TNFSF8,cytokine,Positive,1,9.57
CL_0000049,common myeloid progenitor,CCL3,cytokine,Unknown,1,453.46
CL_0002563,intestinal epithelial cell,CCL20,cytokine,Unknown,1,82.38
CL_0000893,thymocyte,IL12,cytokine,Unknown,1,1.53
CL_0002397,"CD14-positive, CD16-positive monocyte",CCL2,cytokine,Negative,1,85.85
CL_0000135,fibrocyte,CCL4,cytokine,Unknown,1,149.97
CL_0000782,myeloid dendritic cell,IL12,cytokine,Positive,1,4.45
CL_0000092,osteoclast,TGFB2,cytokine,Negative,1,34.14
CL_0000771,eosinophil,CCL16,cytokine,Positive,1,63.61
CL_0000148,melanocyte,IL24,cytokine,Positive,1,113.76
CL_0000501,granulosa cell,CSF1,cytokine,Unknown,1,19.55
CL_0000338,neuroblast (sensu Nematoda and Protostomia),FGF2,cytokine,Unknown,1,43.89
CL_0000542,lymphocyte,IL1B,cytokine,Positive,1,0.08
CL_0000576,monocyte,CCL15,cytokine,Unknown,1,16.12
CL_0000676,cap cell,CCL2,cytokine,Positive,1,24.22
CL_0002489,double negative thymocyte,IL2,cytokine,Positive,1,5.39
CL_0000216,Sertoli cell,IL1RN,cell,Positive,1,38.84
CL_0000057,fibroblast,IL18,cytokine,Negative,1,2.25
CL_0000091,Kupffer cell,IL1B,cytokine,Negative,1,10.6
CL_0000624,"CD4-positive, alpha-beta T cell",SPP1,cytokine,Positive,1,0.54
CL_0000622,acinar cell,IL18,cytokine,Unknown,1,76.54
CL_0000556,megakaryocyte,CXCL12,cytokine,Negative,1,13.94
CL_0000120,granule cell,CXCL12,cytokine,Positive,1,40.78
CL_0000233,platelet,CSF1,cell,Positive,1,0.32
CL_0000624,"CD4-positive, alpha-beta T cell",TGFB1,cytokine,Negative,1,0.46
CL_0002139,endothelial cell of vascular tree,CCL2,cytokine,Positive,1,1.73
CL_0000623,natural killer cell,IL26,cytokine,Positive,1,73.79
CL_0000542,lymphocyte,CSF3,cytokine,Negative,1,0.67
CL_0000233,platelet,CSF3,cytokine,Unknown,1,0.41
CL_0000236,B cell,CXCL12,cytokine,Negative,1,1.28
CL_0000066,epithelial cell,HGF,cytokine,Negative,1,10.1
CL_0000815,regulatory T cell,TNFSF9,cytokine,Positive,1,5.94
CL_0000899,T-helper 17 cell,TGFB1,cytokine,Positive,1,0.32
CL_0000235,macrophage,IL18,cytokine,Positive,1,0.1
CL_0000100,motor neuron,LIF,cytokine,Unknown,1,256.09
CL_0000312,keratinocyte,IL9,cytokine,Positive,1,3.27
CL_0000623,natural killer cell,CCL19,cytokine,Positive,1,8.2
CL_0000359,vascular associated smooth muscle cell,IL24,cytokine,Negative,1,1443.13
CL_0000210,photoreceptor cell,LIF,cytokine,Negative,1,6126.97
CL_0000625,"CD8-positive, alpha-beta T cell",EBI3,cytokine,Positive,1,20.15
CL_0000738,leukocyte,PF4,cytokine,Unknown,1,1.72
CL_0000127,astrocyte,IL10,cytokine,Positive,1,0.17
CL_0000771,eosinophil,MIF,cytokine,Positive,1,2.98
CL_0000134,mesenchymal cell,IL7,cell,Positive,1,1.42
CL_0000767,basophil,IL25,cytokine,Negative,1,109.02
CL_0000235,macrophage,CXCL8,cytokine,Negative,1,0.21
CL_0000145,professional antigen presenting cell,IL6,cytokine,Positive,1,0.84
CL_0000136,fat cell,CCL20,cell,Positive,1,8.06
CL_0000545,T-helper 1 cell,TGFB1,cytokine,Unknown,1,0.52
CL_0000122,stellate cell,PF4,cytokine,Positive,1,39.03
CL_0000312,keratinocyte,CXCL11,cell,Positive,1,31.93
CL_0000115,endothelial cell,CXCL11,cytokine,Negative,1,99.67
CL_0000798,gamma-delta T cell,IL2,cytokine,Unknown,1,1.96
CL_0000056,myoblast,LIF,cytokine,Positive,1,17.87
CL_0000162,parietal cell,IL1B,cytokine,Unknown,1,66.06
CL_0000771,eosinophil,CXCL9,cytokine,Negative,1,50.72
CL_0000813,memory T cell,IL7,cytokine,Negative,1,34.49
CL_0000540,neuron,CXCL2,cytokine,Positive,1,2.76
CL_0000322,pneumocyte,TNF,cytokine,Positive,1,0.95
CL_0002293,epithelial cell of thymus,CXCL12,cell,Positive,1,51.58
CL_0000902,induced T-regulatory cell,TNFSF15,cytokine,Negative,1,755.11
CL_0000911,effector T cell,TGFB1,cytokine,Negative,1,8.46
CL_0000015,male germ cell,IL6,cytokine,Positive,1,48.96
CL_0000192,smooth muscle cell,IL1,cell,Positive,1,1.23
CL_0002128,Tc17 cell,IL12,cytokine,Unknown,1,71.7
CL_0000057,fibroblast,SPP1,cytokine,Unknown,1,2.05
CL_0002619,adult endothelial progenitor cell,RETN,cytokine,Unknown,1,79.09
CL_0000129,microglial cell,IL27,cytokine,Negative,1,19.01
CL_0000084,T cell,PPBP,cytokine,Positive,1,0.11
CL_0000775,neutrophil,GDF15,cytokine,Negative,1,4.87
CL_0000066,epithelial cell,IL23,cytokine,Positive,1,2.22
CL_0002328,bronchial epithelial cell,CCL2,cell,Positive,1,2.38
CL_0000182,hepatocyte,IL4,cytokine,Unknown,1,0.46
CL_0000235,macrophage,IL32,cytokine,Unknown,1,3.83
CL_0009004,retinal cell,IL1B,cytokine,Negative,1,150.53
CL_0000187,muscle cell,IL1B,cytokine,Negative,1,12.54
CL_0000814,mature NK T cell,CSF3,cytokine,Positive,1,2.07
CL_0000499,stromal cell,IFNA,cytokine,Negative,1,4.12
CL_0000623,natural killer cell,IFNL2,cytokine,Negative,1,147.11
CL_0000625,"CD8-positive, alpha-beta T cell",IL17A,cytokine,Positive,1,0.39
CL_0000784,plasmacytoid dendritic cell,CXCL12,cytokine,Unknown,1,6.16
CL_0000362,epidermal cell,IL31,cytokine,Unknown,1,951.98
CL_1001319,bladder cell,TGFB1,cytokine,Positive,1,3.66
CL_0002195,hepatic stem cell,CSF3,cytokine,Unknown,1,333.56
CL_0000047,neuronal stem cell,CSF2,cytokine,Negative,1,26.23
CL_0000235,macrophage,IFNL1,cytokine,Positive,1,6.85
CL_0000815,regulatory T cell,IFNL3,cytokine,Negative,1,619.22
CL_0000899,T-helper 17 cell,IL17C,cytokine,Unknown,1,1332.78
CL_0002343,decidual natural killer cell,IFNG,cytokine,Negative,1,37.27
CL_0002627,mature astrocyte,IL6,cytokine,Positive,1,8.16
CL_0002621,gingival epithelial cell,TNF,cytokine,Positive,1,6.68
CL_0000898,naive T cell,CCL21,cytokine,Unknown,1,140.87
CL_0000738,leukocyte,IL1B,cytokine,Negative,1,0.79
CL_0000581,peritoneal macrophage,CSF3,cytokine,Unknown,1,2.02
CL_0000127,astrocyte,CCL26,cytokine,Negative,1,46.74
CL_0000037,hematopoietic stem cell,CXCL5,cytokine,Positive,1,17.83
CL_0000530,primary neuron,IFN1,cytokine,Unknown,1,2099.58
CL_0000232,erythrocyte,PF4,cytokine,Unknown,1,20.49
CL_0000545,T-helper 1 cell,IL1RN,cytokine,Unknown,1,4.83
CL_0002563,intestinal epithelial cell,CXCL2,cell,Positive,1,33.11
CL_0002397,"CD14-positive, CD16-positive monocyte",IL6,cytokine,Positive,1,5.44
CL_0000135,fibrocyte,IL13,cytokine,Positive,1,13.66
CL_0000839,myeloid lineage restricted progenitor cell,CCL15,cytokine,Positive,1,1081.39
CL_0000084,T cell,CCL20,cytokine,Negative,1,2.07
CL_0000501,granulosa cell,CXCL8,cytokine,Positive,1,2.6
CL_0000066,epithelial cell,TGFB2,cytokine,Unknown,1,12.01
CL_0002548,cardiac fibroblast,CSF2,cell,Positive,1,7.43
CL_0002608,hippocampal neuron,IL13,cytokine,Positive,1,20.13
CL_0000809,"double-positive, alpha-beta thymocyte",TGFB2,cell,Positive,1,783.38
CL_0000057,fibroblast,IL1B,cytokine,Negative,1,0.65
CL_0000218,myelinating Schwann cell,TGFB,cytokine,Positive,1,1.75
CL_0000546,T-helper 2 cell,MIF,cytokine,Negative,1,64.96
CL_0000092,osteoclast,CXCL10,cytokine,Positive,1,1.6
CL_0000138,chondrocyte,IL10,cytokine,Unknown,1,0.54
CL_0000576,monocyte,CCL26,cytokine,Positive,1,1.63
CL_0002548,cardiac fibroblast,SPP1,cytokine,Positive,1,39.94
CL_0000911,effector T cell,CCL21,cytokine,Unknown,1,130.66
CL_0000235,macrophage,RETN,cytokine,Positive,1,0.24
CL_0002033,short term hematopoietic stem cell,IL7,cytokine,Positive,1,185.97
CL_0000835,myeloblast,CD40LG,cytokine,Unknown,1,118.58
CL_0000546,T-helper 2 cell,TNF,cytokine,Unknown,1,0.28
CL_0000453,Langerhans cell,IFNG,cytokine,Unknown,1,2.42
CL_0000499,stromal cell,LTA,cytokine,Positive,1,5.8
CL_0002140,acinar cell of sebaceous gland,TNF,cytokine,Positive,1,6.68
CL_0000623,natural killer cell,IL32,cytokine,Negative,1,23.54
CL_0000625,"CD8-positive, alpha-beta T cell",PPBP,cytokine,Positive,1,0.57
CL_0000066,epithelial cell,IFNB1,cytokine,Positive,1,0.79
CL_0000546,T-helper 2 cell,CCL2,cytokine,Unknown,1,1.01
CL_0000451,dendritic cell,IL12,cytokine,Positive,1,0.35
CL_0000319,mucus secreting cell,IFNG,cytokine,Negative,1,74.54
CL_0000312,keratinocyte,OSM,cytokine,Positive,1,9.62
CL_0000062,osteoblast,IL17,cytokine,Negative,1,4.14
CL_0000115,endothelial cell,IL35,cytokine,Negative,1,28.48
CL_0000824,mature natural killer cell,TGFB,cytokine,Unknown,1,1.45
CL_0000623,natural killer cell,CD40LG,cytokine,Unknown,1,0.5
CL_0000359,vascular associated smooth muscle cell,RETN,cytokine,Positive,1,17.46
CL_0000127,astrocyte,IL17,cytokine,Positive,1,0.53
CL_0000910,cytotoxic T cell,IFNB1,cytokine,Positive,1,3.23
CL_0000235,macrophage,EPO,cytokine,Negative,1,0.64
CL_0000559,promonocyte,TGFB1,cytokine,Positive,1,73.24
CL_0000136,fat cell,CXCL14,cytokine,Unknown,1,116.55
CL_0000576,monocyte,IL3,cytokine,Positive,1,0.16
CL_0000545,T-helper 1 cell,TNFSF15,cytokine,Positive,1,7.06
CL_0000034,stem cell,CCL26,cytokine,Unknown,1,19.97
CL_0000624,"CD4-positive, alpha-beta T cell",CCL2,cytokine,Positive,1,0.08
CL_0000115,endothelial cell,CXCL2,cytokine,Negative,1,12.46
CL_0000798,gamma-delta T cell,TNF,cytokine,Negative,1,4.44
CL_0000351,trophoblast cell,IFNA,cytokine,Negative,1,42.14
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",TNFSF4,cytokine,Unknown,1,19.61
CL_0000669,pericyte cell,IL1RN,cytokine,Negative,1,181.89
CL_0002544,aortic endothelial cell,RETN,cytokine,Positive,1,34.93
CL_0002334,preadipocyte,FGF1,cytokine,Negative,1,729.86
CL_0000912,helper T cell,IL27,cytokine,Unknown,1,29.77
CL_0000746,cardiac muscle cell,IL1RN,cytokine,Positive,1,5.39
CL_0000863,inflammatory macrophage,CSF2,cytokine,Unknown,1,8.8
CL_0000775,neutrophil,IL34,cytokine,Positive,1,2.93
CL_0002322,embryonic stem cell,CCL1,cytokine,Positive,1,123.72
CL_0002327,mammary epithelial cell,FGF1,cytokine,Negative,1,354.2
CL_0000388,tendon cell,IL1B,cytokine,Negative,1,250.89
CL_0000092,osteoclast,IL27,cytokine,Unknown,1,7.04
CL_0000057,fibroblast,TGFA,cytokine,Negative,1,6.47
CL_0000738,leukocyte,CCL21,cytokine,Positive,1,5.42
CL_0000584,enterocyte,IL6,cytokine,Positive,1,1.26
CL_0000050,megakaryocyte-erythroid progenitor cell,THPO,cytokine,Unknown,1,441.06
CL_0000214,synovial cell,IL17,cytokine,Unknown,1,6.15
CL_0000623,natural killer cell,TNFSF9,cytokine,Negative,1,3.75
CL_0000061,cementoblast,SPP1,cytokine,Unknown,1,216.02
CL_0000775,neutrophil,IFNA,cytokine,Negative,1,0.53
CL_0000066,epithelial cell,IL33,cytokine,Positive,1,0.89
CL_0000916,dendritic epidermal T cell,IL1RN,cytokine,Negative,1,1364.21
CL_0000740,retinal ganglion cell,PDGF,cytokine,Unknown,1,721.27
CL_0000187,muscle cell,IL6,cytokine,Unknown,1,2.86
CL_0000546,T-helper 2 cell,IL20,cytokine,Unknown,1,152.05
CL_0000624,"CD4-positive, alpha-beta T cell",IL3,cytokine,Unknown,1,0.94
CL_1000497,kidney cell,HGF,cytokine,Negative,1,468.78
CL_0000062,osteoblast,TGFB2,cytokine,Negative,1,42.19
CL_0000814,mature NK T cell,IL12,cytokine,Unknown,1,7.79
CL_0000160,goblet cell,IL10,cytokine,Positive,1,1.05
CL_0000213,lining cell,IFNG,cytokine,Negative,1,74.54
CL_0000362,epidermal cell,TNF,cytokine,Positive,1,1.16
CL_1000490,mesothelial cell of peritoneum,IL1,cell,Positive,1,16.44
CL_0000081,blood cell,CSF3,cytokine,Positive,1,6.81
CL_0000815,regulatory T cell,IL12,cytokine,Negative,1,8.69
CL_0000113,mononuclear phagocyte,CCL2,cytokine,Negative,1,13.56
CL_0000451,dendritic cell,CCL20,cytokine,Unknown,1,17.03
CL_0000136,fat cell,TGFB,cytokine,Positive,1,0.21
CL_0000023,oocyte,IL6,cytokine,Positive,1,0.94
CL_0000115,endothelial cell,IL1,cytokine,Unknown,1,0.36
CL_0002436,mature CD4 single-positive thymocyte,CXCL12,cytokine,Negative,1,1951.05
CL_0000034,stem cell,IL1,cytokine,Positive,1,0.3
CL_0000169,type B pancreatic cell,IL22,cytokine,Negative,1,92.39
CL_0000134,mesenchymal cell,CSF3,cytokine,Positive,1,0.49
CL_0000795,"CD8-positive, alpha-beta regulatory T cell",IFNG,cytokine,Positive,1,4.67
CL_0000819,B-1 B cell,IL6,cytokine,Unknown,1,7.79
CL_0000037,hematopoietic stem cell,IFNA,cytokine,Unknown,1,2.54
CL_0000540,neuron,IL16,cytokine,Unknown,1,13.15
CL_0000990,conventional dendritic cell,IFN1,cytokine,Unknown,1,161.51
CL_0000826,pro-B cell,TGFB1,cytokine,Negative,1,97.33
CL_0000764,erythroid lineage cell,IFN1,cytokine,Negative,1,4784.07
CL_0002563,intestinal epithelial cell,IL1,cytokine,Positive,1,1.46
CL_0000775,neutrophil,TNFSF14,cytokine,Negative,1,70.16
CL_0000492,CD4-positive helper T cell,IL13,cytokine,Positive,1,38.25
CL_0000163,endocrine cell,TGFB,cytokine,Unknown,1,63.23
CL_0000135,fibrocyte,PDGF,cytokine,Positive,1,36.8
CL_0000889,myeloid suppressor cell,TNF,cytokine,Positive,1,13.36
CL_0000738,leukocyte,CXCL14,cytokine,Positive,1,9.21
CL_0000092,osteoclast,TNFSF9,cytokine,Unknown,1,10.5
CL_0000148,melanocyte,TGFB1,cytokine,Unknown,1,3.66
CL_0000501,granulosa cell,KITLG,cytokine,Negative,1,269.47
CL_0000542,lymphocyte,IL33,cytokine,Unknown,1,1.27
CL_0000492,CD4-positive helper T cell,IL6,cytokine,Positive,1,4.9
CL_0000056,myoblast,CXCL12,cytokine,Unknown,1,9.96
CL_0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",IL35,cytokine,Unknown,1,18.91
CL_0000738,leukocyte,CXCL8,cytokine,Negative,1,0.7
CL_0000137,osteocyte,IL1B,cytokine,Unknown,1,20.65
CL_0000771,eosinophil,CCL3,cytokine,Negative,1,7.32
CL_0000787,memory B cell,CD40LG,cytokine,Positive,1,16.94
CL_0000084,T cell,CCL25,cytokine,Positive,1,1.32
CL_0000501,granulosa cell,TGFB,cytokine,Unknown,1,5.93
CL_0000540,neuron,CCL6,cell,Positive,1,7.04
CL_0002038,T follicular helper cell,IL27,cytokine,Positive,1,62.39
CL_0000236,B cell,IL25,cell,Positive,1,1.97
CL_0000138,chondrocyte,IL18,cytokine,Positive,1,2.04
CL_0000542,lymphocyte,IL5,cytokine,Negative,1,1.27
CL_0000082,epithelial cell of lung,IFNA,cytokine,Positive,1,2.94
CL_0000576,monocyte,CCL4,cytokine,Positive,1,0.57
CL_0000746,cardiac muscle cell,CSF1,cytokine,Positive,1,1.41
CL_0000973,IgA memory B cell,IL15,cytokine,Positive,1,239.32
CL_0000911,effector T cell,CXCL9,cytokine,Positive,1,84.63
CL_0000235,macrophage,TGFA,cytokine,Unknown,1,1.03
CL_0000057,fibroblast,IL22,cytokine,Positive,1,0.63
CL_0000453,Langerhans cell,IL12B,cell,Positive,1,119.68
CL_0000092,osteoclast,IFNB1,cytokine,Positive,1,0.99
CL_0000499,stromal cell,PPBP,cell,Positive,1,3.56
CL_0000453,Langerhans cell,IL1B,cytokine,Positive,1,3.5
CL_0002619,adult endothelial progenitor cell,CSF2,cytokine,Negative,1,10.03
CL_0000094,granulocyte,CXCL12,cytokine,Positive,1,1.33
CL_0000233,platelet,EGF,cytokine,Positive,1,1.64
CL_0000066,epithelial cell,IL1,cytokine,Unknown,1,0.67
CL_0000182,hepatocyte,IL13,cytokine,Unknown,1,2.96
CL_0000546,T-helper 2 cell,CSF3,cytokine,Positive,1,0.28
CL_0002092,bone marrow cell,IL2,cytokine,Negative,1,1.99
CL_0000182,hepatocyte,IL15,cytokine,Negative,1,4.22
CL_0000057,fibroblast,CXCL5,cytokine,Unknown,1,9.78
CL_0000779,multinuclear osteoclast,IL33,cytokine,Positive,1,206.59
CL_0000546,T-helper 2 cell,IFNA,cytokine,Negative,1,3.14
CL_0000499,stromal cell,CCL21,cell,Positive,1,14.85
CL_0000653,glomerular visceral epithelial cell,CCL26,cytokine,Unknown,1,78.06
CL_0000786,plasma cell,IFNA,cytokine,Positive,1,2.28
CL_0000653,glomerular visceral epithelial cell,CXCL12,cytokine,Unknown,1,11.12
CL_0000738,leukocyte,TGFB,cytokine,Negative,1,0.45
CL_0000084,T cell,IL13,cytokine,Negative,1,0.55
CL_0000235,macrophage,FGF2,cytokine,Negative,1,0.28
CL_0000836,promyelocyte,TNFSF14,cytokine,Positive,1,2189.81
CL_0000136,fat cell,FGF2,cytokine,Negative,1,3.42
CL_0000136,fat cell,IFNA,cytokine,Negative,1,4.01
CL_0000624,"CD4-positive, alpha-beta T cell",CCL4,cytokine,Positive,1,0.95
CL_0000034,stem cell,CSF2,cytokine,Unknown,1,0.99
CL_0000586,germ cell,FGF2,cytokine,Unknown,1,21.95
CL_0000351,trophoblast cell,RETN,cytokine,Positive,1,30.73
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",CCL20,cytokine,Negative,1,327.15
CL_0000650,mesangial cell,IL1,cytokine,Unknown,1,3.58
CL_0000912,helper T cell,IL5,cell,Positive,1,3.05
CL_0000682,M cell,LTA,cytokine,Negative,1,3946.19
CL_0000232,erythrocyte,CSF1,cytokine,Unknown,1,7.82
CL_0000863,inflammatory macrophage,IL12,cytokine,Unknown,1,10.54
CL_0000775,neutrophil,IL5,cytokine,Unknown,1,0.32
CL_0002322,embryonic stem cell,FGF2,cytokine,Negative,1,15.26
CL_0000192,smooth muscle cell,IL6,cytokine,Unknown,1,1.6
CL_0000942,thymic plasmacytoid dendritic cell,IL12B,cell,Positive,1,1077.15
CL_0002322,embryonic stem cell,FGF2,cytokine,Positive,1,1.91
CL_0000584,enterocyte,TNF,cytokine,Positive,1,0.69
CL_0000148,melanocyte,CSF2,cytokine,Positive,1,1.22
CL_0000557,granulocyte monocyte progenitor cell,IL1,cytokine,Positive,1,1.06
CL_0000903,natural T-regulatory cell,IL2,cytokine,Positive,1,6.74
CL_1001611,cerebellar neuron,HGF,cytokine,Unknown,1,2057.3
CL_0000129,microglial cell,IL6,cytokine,Positive,1,0.16
CL_1000488,cholangiocyte,IFNG,cytokine,Negative,1,13.55
CL_0000182,hepatocyte,RETN,cytokine,Negative,1,13.56
CL_0002148,dental pulp cell,TNF,cytokine,Positive,1,5.34
CL_0002586,retinal pigment epithelial cell,IL22,cytokine,Unknown,1,851.5
CL_0000187,muscle cell,TGFB,cytokine,Negative,1,7.2
CL_0000546,T-helper 2 cell,IL27,cytokine,Negative,1,17.77
CL_0000624,"CD4-positive, alpha-beta T cell",IL35,cytokine,Negative,1,19.8
CL_1000497,kidney cell,TNF,cytokine,Unknown,1,9.35
CL_0000814,mature NK T cell,IL17,cell,Positive,1,5.02
CL_0002138,endothelial cell of lymphatic vessel,CCL21,cell,Positive,1,152.07
CL_1001567,lung endothelial cell,IL1B,cytokine,Positive,1,31.46
CL_0000236,B cell,CCL2,cytokine,Negative,1,0.51
CL_0000066,epithelial cell,CCL26,cytokine,Unknown,1,12.95
CL_1000491,mesothelial cell of pleura,CXCL12,cell,Positive,1,90.26
CL_0000081,blood cell,IL3,cytokine,Unknown,1,84.54
CL_0000182,hepatocyte,CSF2,cytokine,Positive,1,0.19
CL_0000235,macrophage,IL11,cytokine,Negative,1,3.47
CL_0000081,blood cell,THPO,cytokine,Unknown,1,157.52
CL_0002629,mature microglial cell,IFNB1,cytokine,Unknown,1,44.41
CL_0000034,stem cell,IL17,cytokine,Positive,1,0.52
CL_0000898,naive T cell,IL10,cytokine,Unknown,1,2.7
CL_0002062,type I pneumocyte,IFNA,cytokine,Positive,1,66.06
CL_0000738,leukocyte,IL22,cytokine,Negative,1,6.12
CL_0000127,astrocyte,CXCL1,cytokine,Unknown,1,17.15
CL_0000134,mesenchymal cell,EPO,cytokine,Negative,1,10.68
CL_0000134,mesenchymal cell,EPO,cytokine,Positive,1,1.34
CL_0000037,hematopoietic stem cell,IL1,cytokine,Unknown,1,1.71
CL_0000990,conventional dendritic cell,IL21,cytokine,Positive,1,25.33
CL_0000060,odontoblast,CXCL12,cytokine,Positive,1,14.39
CL_0000097,mast cell,IL1,cytokine,Positive,1,0.23
CL_0000019,sperm,IL6,cytokine,Negative,1,16.27
CL_0000646,basal cell,IL4,cytokine,Unknown,1,29.63
CL_0000037,hematopoietic stem cell,IL17,cell,Positive,1,1.27
CL_0000540,neuron,IL1RN,cytokine,Positive,1,1.38
CL_0000576,monocyte,IL18,cytokine,Negative,1,1.24
CL_0002563,intestinal epithelial cell,IL7,cytokine,Unknown,1,10.67
CL_0000060,odontoblast,TGFB,cytokine,Positive,1,3.19
CL_0000793,"CD4-positive, alpha-beta intraepithelial T cell",IL10,cell,Positive,1,3.47
CL_0000115,endothelial cell,CCL6,cytokine,Unknown,1,9.46
CL_0000097,mast cell,IL12,cytokine,Unknown,1,0.93
CL_0000843,follicular B cell,TNFSF13B,cytokine,Positive,1,634.73
CL_0000056,myoblast,FGF2,cytokine,Negative,1,10.47
CL_0000137,osteocyte,TNFSF11,cytokine,Unknown,1,912.32
CL_0000771,eosinophil,CCL7,cytokine,Negative,1,50.72
CL_0000787,memory B cell,IL2,cytokine,Positive,1,2.7
CL_0000322,pneumocyte,CCL2,cell,Positive,1,5.11
CL_0000545,T-helper 1 cell,CCL20,cytokine,Positive,1,2.9
CL_0000236,B cell,IL3,cell,Positive,1,0.33
CL_0000082,epithelial cell of lung,IL1B,cytokine,Unknown,1,7.34
CL_0000746,cardiac muscle cell,EPO,cytokine,Negative,1,16.22
CL_0000902,induced T-regulatory cell,IFNA,cytokine,Negative,1,28.47
CL_0000911,effector T cell,IL10,cytokine,Negative,1,5.71
CL_0002620,skin fibroblast,FGF2,cytokine,Unknown,1,24.69
CL_0002061,T-helper 9 cell,CCL20,cytokine,Positive,1,68.38
CL_0002619,adult endothelial progenitor cell,CXCL10,cytokine,Negative,1,69.88
CL_0000556,megakaryocyte,IL4,cytokine,Unknown,1,1.48
CL_0000094,granulocyte,EPO,cytokine,Unknown,1,4.91
CL_0000625,"CD8-positive, alpha-beta T cell",TNF,cytokine,Negative,1,0.2
CL_0000542,lymphocyte,CXCL8,cytokine,Positive,1,0.07
CL_0000182,hepatocyte,IL17,cell,Positive,1,0.51
CL_0000451,dendritic cell,IL23,cytokine,Unknown,1,12.22
CL_0000235,macrophage,IL1RN,cytokine,Positive,1,0.21
CL_0000057,fibroblast,EGF,cytokine,Negative,1,9.26
CL_0000647,multinucleated giant cell,IL13,cytokine,Negative,1,305.01
CL_0000624,"CD4-positive, alpha-beta T cell",IL1A,cytokine,Positive,1,0.34
CL_0000062,osteoblast,IL3,cytokine,Positive,1,2.25
CL_0000096,mature neutrophil,CXCL8,cytokine,Negative,1,10.53
CL_0002543,vein endothelial cell,TGFB1,cytokine,Negative,1,53.09
CL_0000653,glomerular visceral epithelial cell,IFNB1,cytokine,Positive,1,4.78
CL_0000611,eosinophil progenitor cell,CCL11,cytokine,Positive,1,232.96
CL_0000549,basophilic erythroblast,EPO,cytokine,Negative,1,2060.4
CL_0000121,Purkinje cell,LIF,cytokine,Unknown,1,2688.93
CL_0000576,monocyte,PF4,cytokine,Negative,1,1.77
CL_0000899,T-helper 17 cell,IFNA,cytokine,Negative,1,4.58
CL_0000312,keratinocyte,IFNK,cytokine,Unknown,1,605.81
CL_0000115,endothelial cell,FGF1,cytokine,Negative,1,13.75
CL_0000586,germ cell,KITLG,cytokine,Positive,1,60.08
CL_0002372,myotube,CSF1,cytokine,Positive,1,11.17
CL_0000794,"CD8-positive, alpha-beta cytotoxic T cell",IFNG,cytokine,Positive,1,0.53
CL_0000669,pericyte cell,TGFB1,cytokine,Negative,1,19.47
CL_1001607,articular chondrocyte,FGF2,cytokine,Unknown,1,32.92
CL_0000650,mesangial cell,IL6,cytokine,Negative,1,4.49
CL_0000236,B cell,TGFB1,cytokine,Unknown,1,0.17
CL_0000158,Clara cell,IFNG,cytokine,Positive,1,6.23
CL_0000235,macrophage,CCL18,cytokine,Unknown,1,7.37
CL_0002334,preadipocyte,TGFB,cytokine,Unknown,1,5.75
